id_encuestado,edad,region,zona,medio_informacion,interes_politica,confianza_instituciones,ingreso_hogar,participacion_anterior
103624,70,Biobío,Urbana,Televisión,5,64,370000,No
102354,56,Metropolitana,Urbana,Televisión,5,42,1030000,Sí
101707,32,Metropolitana,Rural,Redes sociales,9,71,400000,Sí
104268,70,Metropolitana,Urbana,Redes sociales,10,49,530000,Sí
102848,46,Biobío,Urbana,Radio,8,42,1920000,Sí
101293,32,Biobío,Urbana,Prensa digital,1,0,300000,No
101289,55,Coquimbo,Urbana,Redes sociales,8,59,930000,Sí
103746,27,Metropolitana,Urbana,Televisión,8,70,360000,No
101467,32,Valparaíso,Urbana,Redes sociales,7,64,1300000,No
100433,32,Biobío,Rural,Redes sociales,10,51,280000,Sí
104078,60,Metropolitana,Rural,Prensa digital,8,10,720000,No
100984,40,Biobío,Urbana,Prensa digital,1,50,340000,Sí
101173,49,Biobío,Urbana,Televisión,7,46,550000,Sí
104158,44,Metropolitana,Urbana,Televisión,2,75,900000,Sí
102529,46,Metropolitana,Rural,Televisión,7,54,950000,Sí
103458,30,Metropolitana,Urbana,Radio,1,47,490000,Sí
102323,72,Metropolitana,Urbana,Redes sociales,9,59,2230000,No
102491,66,Coquimbo,Urbana,Prensa digital,9,57,1280000,Sí
102888,45,Metropolitana,Urbana,Redes sociales,7,57,1940000,No
103364,48,Valparaíso,Urbana,Prensa digital,1,82,380000,Sí
104826,41,Metropolitana,Rural,Radio,3,28,1360000,No
104290,80,Metropolitana,Urbana,Redes sociales,7,61,280000,Sí
104543,57,Coquimbo,Urbana,Radio,7,35,650000,Sí
101436,64,Valparaíso,Urbana,Redes sociales,5,41,1370000,Sí
100100,28,Coquimbo,Urbana,Radio,3,32,690000,Sí
104214,60,Valparaíso,Urbana,Radio,5,59,450000,No
101930,49,Metropolitana,Urbana,Prensa digital,9,89,660000,Sí
104116,58, Metropolitana ,Urbana,Radio,2,34,280000,Sí
101208,27,Metropolitana,Urbana,Prensa digital,9,44,750000,Sí
101471,79,Valparaíso,Urbana,Redes sociales,5,32,410000,Sí
102606,34,Metropolitana,Urbana,Televisión,8,43,1630000,Sí
103375,27,Metropolitana,Rural,Prensa digital,3,72,1200000,Sí
102823,42,Biobío,Rural,Redes sociales,9,55,1010000,Sí
102943,56,Coquimbo,Urbana,Prensa digital,2,48,2130000,Sí
103403,51,Metropolitana,Urbana,Televisión,7,47,910000,No
104030,43,Metropolitana,Urbana,Redes sociales,6,26,450000,No
103566,34,Maule,Rural,Redes sociales,8,50,780000,Sí
104564,46,Metropolitana,Urbana,Redes sociales,5,7,330000,Sí
103173,52,Metropolitana,Urbana,Televisión,4,31,740000,Sí
102435,47,Biobío,Urbana,Prensa digital,8,55,650000,Sí
104792,54,Metropolitana,Urbana,Redes sociales,7,47,630000,Sí
104865,23,Maule,Urbana,Redes sociales,6,42,1940000,No
103732,36,Metropolitana,Urbana,Televisión,3,53,450000,Sí
104848,69,Maule,Urbana,Redes sociales,8,89,320000,Sí
104773,67,Biobío,Urbana,Televisión,10,66,770000,Sí
104476,38,Valparaíso,Urbana,Televisión,1,61,820000,Sí
100161,,Biobío,Urbana,Prensa digital,10,71,620000,Sí
100346,46,Metropolitana,Urbana,Redes sociales,2,74,1350000,No
104628,58,O'Higgins,Urbana,Redes sociales,4,26,570000,No
100022,,Metropolitana,Urbana,Televisión,4,51,710000,Sí
104389,47,Biobío,Urbana,Redes sociales,2,62,550000,No
103324,24,Metropolitana,Urbana,Prensa digital,4,47,280000,Sí
101943,41,Coquimbo,Rural,Redes sociales,9,72,720000,Sí
100268,66,Metropolitana,Urbana,Prensa digital,7,55,690000,Sí
100224,32,Metropolitana,Urbana,Redes sociales,8,41,970000,No
103463,70,Valparaíso,Urbana,Televisión,1,56,2340000,Sí
103842,43,Biobío,Urbana,Televisión,9,58,1240000,No
102481,43,Maule,Urbana,Televisión,10,43,780000,No
104620,47,Metropolitana,Urbana,Televisión,6,32,950000,Sí
103465,61,Maule,Rural,Prensa digital,4,34,900000,Sí
100047,,Valparaíso,Urbana,Radio,3,63,460000,No
100467,27,Metropolitana,Rural,Redes sociales,6,21,1610000,Sí
102461,49,Metropolitana,Urbana,Redes sociales,10,67,280000,Sí
101516,42,Maule,Urbana,Televisión,10,55,620000,Sí
103459,36,Biobío,Urbana,Redes sociales,4,62,800000,Sí
102950,36,Biobío,Urbana,Radio,1,71,1290000,Sí
101465,57,Metropolitana,Urbana,Radio,1,31,630000,Sí
101310,37,Metropolitana,Urbana,Prensa digital,4,44,600000,Sí
100449,66,Metropolitana,Urbana,Televisión,9,46,310000,No
104487,65,Metropolitana,Urbana,Prensa digital,9,61,650000,Sí
102531,29,Maule,Urbana,Televisión,7,71,390000,No
100235,38,Biobío,Urbana,Televisión,5,34,1030000,Sí
100413,65,Valparaíso,Urbana,Redes sociales,8,60,530000,Sí
103881,18,O'Higgins,Urbana,Redes sociales,5,32,480000,Sí
102669,71,Metropolitana,Urbana,Redes sociales,9,59,1290000,Sí
102678,25,Biobío,Urbana,Redes sociales,7,42,490000,No
100595,68,Metropolitana,Urbana,Televisión,6,25,590000,Sí
102438,41,Valparaíso,Urbana,Televisión,2,16,280000,No
101873,37,Metropolitana,Urbana,Televisión,8,22,920000,No
104908,,O'Higgins,Urbana,Redes sociales,9,73,1220000,Sí
104763,,Valparaíso,Urbana,Prensa digital,6,75,710000,Sí
101816,,Metropolitana,Rural,Radio,10,41,690000,Sí
101215,41,O'Higgins,Urbana,Redes sociales,3,84,1460000,No
102514,45,Valparaíso,Urbana,Televisión,8,52,810000,Sí
101846,53,Biobío,Urbana,Prensa digital,6,57,280000,Sí
103782,74,Valparaíso,Urbana,Redes sociales,3,76,490000,Sí
100316,,Valparaíso,Urbana,Redes sociales,9,27,990000,Sí
102984,36,Metropolitana,Urbana,Redes sociales,9,52,1070000,No
102979,30,Metropolitana,Urbana,Redes sociales,5,64,1370000,Sí
100757,65,Metropolitana,Urbana,Prensa digital,1,58,1770000,Sí
103727,39,Metropolitana,Rural,Redes sociales,8,18,530000,Sí
100426,32,Biobío,Urbana,Radio,9,58,1290000,Sí
102260,65,Metropolitana,Urbana,Radio,10,46,280000,Sí
103162,36,Metropolitana,Urbana,Radio,10,46,1670000,Sí
101180,26,Coquimbo,Urbana,Redes sociales,3,16,660000,Sí
102221,42,Maule,Urbana,Radio,5,75,650000,Sí
103373,38,Metropolitana,Urbana,Televisión,7,25,1190000,No
101805,57,Biobío,Urbana,Redes sociales,5,8,550000,No
100345,38,Maule,Urbana,Redes sociales,7,24,1860000,No
102217,,Maule,Urbana,Prensa digital,2,76,710000,Sí
104058,50,O'Higgins,Urbana,Prensa digital,4,27,1970000,Sí
103643,63,Metropolitana,Urbana,Redes sociales,4,55,340000,Sí
100553,26,O'Higgins,Urbana,Televisión,8,36,1080000,Sí
100301,44,Biobío,Urbana,Redes sociales,5,22,1380000,Sí
100533,53,Metropolitana,Rural,Radio,1,39,1080000,No
104754,22,Metropolitana,Urbana,Redes sociales,7,25,1690000,No
104048,35,Valparaíso,Urbana,Televisión,3,33,960000,Sí
100132,25,Metropolitana,Urbana,Radio,9,68,2890000,Sí
101380,72,Valparaíso,Rural,Televisión,2,70,1610000,Sí
104486,31,Metropolitana,Rural,Televisión,3,51,980000,Sí
103906,53,Coquimbo,Urbana,Prensa digital,1,55,440000,No
101276,,Metropolitana,Urbana,Prensa digital,6,60,880000,Sí
100539,67,Metropolitana,Urbana,Redes sociales,1,59,590000,Sí
102129,45,Biobío,Urbana,Redes sociales,1,51,680000,Sí
103640,42,Metropolitana,Urbana,Redes sociales,4,78,1320000,No
100881,70,Metropolitana,Urbana,Radio,3,14,760000,Sí
103527,70,Metropolitana,Rural,Televisión,2,47,390000,No
101438,42,Metropolitana,Rural,Radio,10,62,330000,Sí
103894,61,Biobío,Urbana,Redes sociales,3,48,370000,Sí
101996,34,Metropolitana,Urbana,Redes sociales,10,26,2090000,Sí
104183,26,Biobío,Urbana,Prensa digital,2,45,390000,Sí
100171,57,Biobío,Urbana,Televisión,9,96,280000,Sí
102179,22,Metropolitana,Urbana,Televisión,7,50,740000,Sí
102160,30,Metropolitana,Urbana,Prensa digital,7,40,960000,Sí
104788,54,Valparaíso,Urbana,Prensa digital,10,71,1660000,Sí
101268,36,Metropolitana,Urbana,Radio,4,45,1730000,No
102159,22,Biobío,Rural,Radio,2,31,960000,Sí
102162,61,Metropolitana,Urbana,Redes sociales,2,61,520000,Sí
102496,67,Biobío,Urbana,Televisión,3,60,700000,Sí
102104,35,Valparaíso,Urbana,Televisión,8,32,1080000,No
104310,66,O'Higgins,Urbana,Televisión,9,75,600000,Sí
102141,50,Metropolitana,Rural,Redes sociales,8,13,840000,Sí
100121,20,Metropolitana,Urbana,Radio,1,45,510000,Sí
102020,59,Maule,Rural,Prensa digital,8,57,530000,Sí
100943,23,Metropolitana,Urbana,Radio,10,59,510000,No
103361,67,Metropolitana,Urbana,Radio,3,50,540000,Sí
101449,38,Metropolitana,Urbana,Televisión,10,61,470000,No
104699,49,O'Higgins,Urbana,Redes sociales,10,36,1140000,Sí
103351,33,Biobío,Urbana,Redes sociales,4,66,950000,Sí
103956,44,Valparaíso,Urbana,Prensa digital,3,57,1230000,No
102737,42,Valparaíso,Urbana,Prensa digital,4,52,1040000,No
101832,36,Valparaíso,Urbana,Prensa digital,7,45,520000,No
100576,27,Maule,Urbana,Televisión,2,44,700000,No
101745,59,Metropolitana,Rural,Prensa digital,10,43,370000,Sí
103529,23,O'Higgins,Urbana,Televisión,6,64,690000,No
103228,55,Maule,Urbana,Prensa digital,5,58,740000,No
101911,65,Metropolitana,Urbana,Redes sociales,7,60,730000,Sí
101869,28,O'Higgins,Urbana,Prensa digital,5,16,570000,Sí
103063,30,Maule,Urbana,Televisión,6,62,910000,No
100510,55,Metropolitana,Urbana,Redes sociales,7,27,1030000,Sí
103814,54,O'Higgins,Urbana,Redes sociales,3,56,620000,Sí
104429,,Biobío,Urbana,Redes sociales,4,39,1020000,Sí
103420,55,Valparaíso,Urbana,Redes sociales,1,56,780000,Sí
103975,32,O'Higgins,Urbana,Redes sociales,4,45,790000,Sí
103875,45,Metropolitana,Urbana,Redes sociales,1,39,1190000,No
100110,29,METROPOLITANA,Urbana,Televisión,1,32,1240000,No
103971,43,Biobío,Urbana,Radio,4,40,700000,Sí
101668,52,Valparaíso,Urbana,Televisión,6,33,1260000,Sí
101227,35,Metropolitana,Urbana,Redes sociales,5,58,960000,Sí
101030,55,O'Higgins,Urbana,Televisión,6,65,930000,No
100949,57,Coquimbo,Urbana,Televisión,10,49,1770000,No
101559,63,Valparaíso,Rural,Televisión,10,54,1160000,Sí
101535,58,O'Higgins,Urbana,Televisión,6,69,280000,No
100276,46,Valparaíso,Urbana,Redes sociales,9,9,480000,No
103584,29,Coquimbo,Urbana,Radio,1,39,380000,No
102573,33,Valparaíso,Urbana,Prensa digital,5,44,460000,No
104296,46,Metropolitana,Urbana,Prensa digital,10,49,400000,Sí
101052,37,Biobío,Urbana,Radio,7,55,1330000,Sí
101190,24,Metropolitana,Urbana,Redes sociales,5,35,430000,Sí
101640,35,Maule,Urbana,Redes sociales,8,59,280000,No
101400,61,Maule,Urbana,Redes sociales,2,41,380000,Sí
102983,67,Maule,Rural,Prensa digital,6,88,550000,No
102375,40,Metropolitana,Urbana,Televisión,7,55,800000,Sí
104298,47,Coquimbo,Rural,Redes sociales,10,40,1860000,Sí
100839,28,Metropolitana,Urbana,Redes sociales,4,39,1060000,No
104457,,O'Higgins,Urbana,Televisión,7,50,810000,No
100707,39,Metropolitana,Urbana,Televisión,4,67,710000,Sí
100371,31,Maule,Urbana,Radio,6,28,600000,No
104812,50,Metropolitana,Urbana,Redes sociales,1,43,580000,Sí
102401,43,Metropolitana,Rural,Prensa digital,10,55,650000,Sí
101317,43,Metropolitana,Urbana,Redes sociales,4,34,1500000,Sí
101125,64,Valparaíso,Urbana,Radio,7,55,430000,No
100776,,Valparaíso,Rural,Televisión,3,12,2420000,No
104635,37,Biobío,Urbana,Radio,7,73,520000,Sí
103789,62,Biobío,Urbana,Redes sociales,4,40,810000,Sí
103218,66,Biobío,Urbana,Redes sociales,2,34,420000,No
101102,39,Biobío,Urbana,Redes sociales,4,67,280000,No
103520,71,O'Higgins,Urbana,Prensa digital,2,87,770000,Sí
100572,60,Metropolitana,Urbana,Televisión,4,36,700000,Sí
100743,30,Coquimbo,Urbana,Televisión,1,17,1070000,Sí
102219,38,Metropolitana,Urbana,Redes sociales,9,18,680000,Sí
101499,48,Maule,Urbana,Televisión,4,46,1510000,Sí
104505,67,Biobío,Urbana,Redes sociales,5,55,1450000,No
103484,54,Valparaíso,Urbana,Redes sociales,7,79,1350000,Sí
101626,48,Metropolitana,Urbana,Redes sociales,5,8,360000,Sí
102138,66,Biobío,Rural,Redes sociales,1,74,280000,Sí
102157,67,Metropolitana,Rural,Radio,2,54,280000,Sí
100366,66,Metropolitana,Urbana,Prensa digital,2,76,530000,Sí
103825,34,O'Higgins,Urbana,Televisión,9,5,890000,Sí
103832,77,Maule,Urbana,Televisión,1,43,1190000,Sí
100525,51,Valparaíso,Urbana,Redes sociales,4,28,1630000,No
103613,47,Metropolitana,Urbana,Prensa digital,8,28,790000,Sí
100895,35,Metropolitana,Rural,Televisión,9,15,750000,No
102123,,Valparaíso,Rural,Televisión,8,34,570000,Sí
100994,26,Metropolitana,Rural,Prensa digital,3,41,820000,Sí
104636,58, Maule ,Rural,Televisión,2,47,690000,No
100225,46,Biobío,Urbana,Redes sociales,3,64,790000,Sí
100779,,O'Higgins,Urbana,Prensa digital,1,7,1120000,Sí
101931,,Maule,Urbana,Televisión,4,39,520000,No
103622,26,O'Higgins,Rural,Prensa digital,3,20,1800000,Sí
101588,34,Metropolitana,Urbana,Redes sociales,2,55,1470000,Sí
100327,46,Metropolitana,Rural,Radio,10,29,960000,No
102638,70,Maule,Urbana,Radio,9,31,280000,Sí
103015,33,Metropolitana,Urbana,Radio,3,49,1400000,Sí
103782,74,Valparaíso,Urbana,Redes sociales,3,76,490000,Sí
100867,40,Metropolitana,Urbana,Prensa digital,2,56,490000,Sí
100879,48,Metropolitana,Rural,Redes sociales,1,52,1390000,Sí
103136,64,Coquimbo,Urbana,Televisión,2,62,300000,Sí
103285,18,Metropolitana,Urbana,Redes sociales,7,41,280000,No
104039,41,Biobío,Urbana,Televisión,2,59,1210000,Sí
100050,53,Coquimbo,Urbana,Redes sociales,1,82,860000,Sí
102113,69,O'Higgins,Urbana,Prensa digital,9,53,330000,Sí
102711,,Metropolitana,Urbana,Prensa digital,1,84,560000,Sí
100154,46,Valparaíso,Rural,Redes sociales,9,34,1010000,No
103186,29,O'Higgins,Urbana,Televisión,10,31,1410000,Sí
100322,32,Coquimbo,Urbana,Redes sociales,4,32,510000,Sí
102786,47,Metropolitana,Urbana,Televisión,9,35,450000,No
101885,79,O'Higgins,Urbana,Radio,8,44,1000000,Sí
101357,55, Metropolitana ,Urbana,Televisión,1,52,650000,No
102736,31,Metropolitana,Rural,Televisión,7,43,630000,Sí
103205,,Biobío,Urbana,Televisión,10,62,1120000,Sí
101263,42,O'Higgins,Urbana,Televisión,7,41,1460000,Sí
100109,32,Metropolitana,Urbana,Prensa digital,9,33,420000,No
103077,50,Metropolitana,Urbana,Prensa digital,8,35,1030000,Sí
102036,57,Biobío,Urbana,Redes sociales,6,69,360000,Sí
100146,39,O'Higgins,Rural,Prensa digital,5,60,520000,Sí
101086,62,O'Higgins,Urbana,Televisión,3,79,1960000,Sí
104178,47,biobío,Urbana,Prensa digital,10,29,490000,Sí
103058,53,valparaiso,Rural,Televisión,3,38,900000,Sí
104056,31,Maule,Urbana,Prensa digital,5,61,340000,No
101517,,Coquimbo,Urbana,Prensa digital,9,47,1860000,Sí
104117,63,Coquimbo,Urbana,Televisión,2,42,730000,Sí
101302,56,O'Higgins,Urbana,Redes sociales,1,42,570000,No
103541,45,Valparaíso,Rural,Televisión,4,18,1250000,Sí
100372,30,Valparaíso,Urbana,Redes sociales,8,52,920000,No
102369,49,Metropolitana,Urbana,Redes sociales,1,39,750000,Sí
101348,38,Biobío,Rural,Prensa digital,5,40,280000,No
103041,56,Biobío,Urbana,Radio,6,44,440000,Sí
103117,62,Coquimbo,Urbana,Televisión,7,20,1080000,Sí
103223,41,Maule,Urbana,Televisión,8,68,1850000,No
101704,65,Valparaíso,Rural,Televisión,10,76,420000,Sí
101000,40,Metropolitana,Urbana,Redes sociales,10,40,840000,Sí
102345,,Valparaíso,Urbana,Radio,9,19,600000,Sí
102512,48,Biobío,Urbana,Radio,8,34,2650000,Sí
103865,47,Coquimbo,Urbana,Televisión,4,76,540000,Sí
104065,25,Valparaíso,Urbana,Radio,3,60,980000,No
102231,65,O'Higgins,Urbana,Redes sociales,6,38,1290000,Sí
103940,63,Biobío,Rural,Redes sociales,3,41,760000,Sí
103525,27,Metropolitana,Urbana,Redes sociales,3,44,680000,Sí
102627,59,Metropolitana,Urbana,Prensa digital,7,57,640000,Sí
102811,38,O'Higgins,Urbana,Redes sociales,7,41,280000,No
101743,57,Valparaíso,Urbana,Redes sociales,3,34,1320000,Sí
102028,47,Valparaíso,Rural,Televisión,10,68,880000,No
100959,40,Coquimbo,Rural,Radio,8,30,490000,Sí
102870,65,O'Higgins,Rural,Redes sociales,5,47,1120000,No
102936,46,Metropolitana,Urbana,Radio,3,70,1840000,Sí
100025,,Metropolitana,Urbana,Radio,9,32,660000,No
100140,66,Metropolitana,Rural,Redes sociales,3,74,470000,Sí
103029,,Metropolitana,Urbana,Redes sociales,3,44,1040000,No
100814,40,O'Higgins,Urbana,Televisión,7,0,280000,Sí
104725,30,Valparaíso,Rural,Televisión,10,37,1540000,No
104717,52,Metropolitana,Urbana,Televisión,10,19,730000,Sí
104288,32,Metropolitana,Urbana,Redes sociales,7,32,1360000,No
101806,40,Metropolitana,Urbana,Televisión,9,59,760000,No
100495,61,Valparaíso,Rural,Redes sociales,9,35,1960000,Sí
100980,75,O'Higgins,Rural,Redes sociales,1,22,1770000,Sí
103026,33,O'Higgins,Urbana,Prensa digital,4,32,280000,Sí
101708,27,Metropolitana,Rural,Radio,9,60,1040000,No
104046,64,Metropolitana,Urbana,Televisión,1,27,630000,Sí
101252,66,Metropolitana,Urbana,Redes sociales,3,16,280000,Sí
100166,34,Biobío,Urbana,Prensa digital,8,54,420000,Sí
100084,44,Valparaíso,Urbana,Redes sociales,7,43,690000,Sí
104698,46,Valparaíso,Urbana,Redes sociales,4,35,600000,Sí
100373,77,Valparaíso,Urbana,Prensa digital,10,40,1560000,Sí
102237,71,O'Higgins,Urbana,Redes sociales,5,44,560000,No
100699,51,Coquimbo,Urbana,Redes sociales,6,52,2930000,No
101484,51,Valparaíso,Urbana,Prensa digital,3,71,450000,Sí
103279,64,Metropolitana,Urbana,Redes sociales,5,86,1550000,Sí
102048,50,Metropolitana,Urbana,Televisión,8,54,800000,Sí
100439,47,Metropolitana,Urbana,Televisión,9,41,850000,No
104514,44,Maule,Rural,Redes sociales,10,36,1540000,Sí
102400,67,Metropolitana,Rural,Redes sociales,2,72,800000,Sí
102574,48,Biobío,Urbana,Redes sociales,10,51,910000,No
103674,43,Metropolitana,Urbana,Redes sociales,7,48,820000,No
102325,26,Metropolitana,Urbana,Radio,10,49,730000,No
103213,70,Metropolitana,Urbana,Redes sociales,5,52,890000,No
103609,64,Coquimbo,Urbana,Redes sociales,8,62,1110000,Sí
101345,51,Valparaíso,Urbana,Televisión,5,50,280000,No
102634,48,O'Higgins,Urbana,Prensa digital,8,39,1100000,Sí
101686,33,Valparaíso,Urbana,Redes sociales,2,61,560000,Sí
103517,52,Metropolitana,Urbana,Televisión,7,20,1220000,No
102322,61,Valparaíso,Urbana,Televisión,9,75,420000,No
100727,24,Biobío,Urbana,Redes sociales,10,65,420000,No
100956,59,Metropolitana,Urbana,Redes sociales,10,42,430000,Sí
104382,40,Maule,Urbana,Redes sociales,4,0,280000,Sí
100971,36,Biobío,Urbana,Redes sociales,8,38,810000,No
103198,84,O'Higgins,Urbana,Redes sociales,5,16,520000,Sí
104077,,Metropolitana,Urbana,Televisión,7,69,800000,No
102770,63,Metropolitana,Urbana,Prensa digital,4,75,480000,Sí
101941,62,Metropolitana,Urbana,Redes sociales,2,52,890000,Sí
103573,25,Coquimbo,Rural,Televisión,10,37,790000,No
102361,,Valparaíso,Urbana,Redes sociales,3,44,780000,Sí
103623,64,O'Higgins,Urbana,Prensa digital,6,61,810000,Sí
103172,,Valparaíso,Urbana,Televisión,1,50,830000,Sí
102829,66,Maule,Urbana,Redes sociales,10,31,990000,No
104266,21,Metropolitana,Urbana,Redes sociales,1,69,650000,No
100049,36,Valparaíso,Urbana,Prensa digital,2,50,730000,Sí
100861,32,O'Higgins,Urbana,Redes sociales,8,59,590000,No
100957,42,Valparaíso,Urbana,Radio,10,40,3700000,No
101097,47,Metropolitana,Urbana,Redes sociales,3,54,1050000,Sí
100718,36,Metropolitana,Urbana,Redes sociales,4,27,540000,Sí
104402,44,O'Higgins,Urbana,Televisión,1,31,590000,Sí
103489,56,Coquimbo,Urbana,Redes sociales,4,33,770000,Sí
104000,24,Metropolitana,Urbana,Redes sociales,1,31,660000,Sí
104239,,Metropolitana,Urbana,Redes sociales,5,52,710000,No
100262,70,Metropolitana,Rural,Televisión,1,46,1820000,Sí
102957,36,Coquimbo,Rural,Televisión,9,82,500000,Sí
101108,26,Coquimbo,Urbana,Redes sociales,10,54,550000,Sí
102649,28,Metropolitana,Rural,Radio,2,49,670000,No
104888,42, Biobío ,Urbana,Radio,1,45,1140000,Sí
103554,43,Metropolitana,Urbana,Prensa digital,7,67,860000,Sí
102152,74,Coquimbo,Urbana,Redes sociales,7,32,660000,Sí
103382,48,Metropolitana,Urbana,Prensa digital,4,74,2930000,Sí
103350,62,Metropolitana,Urbana,Prensa digital,3,9,490000,Sí
103632,39,Metropolitana,Urbana,Televisión,1,31,700000,Sí
103434,37, Valparaíso ,Urbana,Redes sociales,2,43,1240000,Sí
104273,66,Maule,Urbana,Televisión,3,40,880000,No
104204,36,O'Higgins,Urbana,Redes sociales,10,42,540000,No
103461,24,O'Higgins,Urbana,Radio,10,5,540000,No
102629,68,Metropolitana,Urbana,Prensa digital,5,43,760000,Sí
100585,60,Biobío,Urbana,Prensa digital,3,21,470000,No
101880,48,Coquimbo,Urbana,Prensa digital,1,62,1690000,Sí
104696,31,Valparaíso,Urbana,Prensa digital,7,81,1550000,Sí
104017,47,Coquimbo,Urbana,Radio,5,66,880000,Sí
103301,61,Biobío,Urbana,Televisión,3,42,280000,Sí
101506,44,Metropolitana,Urbana,Televisión,9,54,1170000,No
104822,56,Valparaíso,Urbana,Redes sociales,10,17,3300000,Sí
102302,59,Metropolitana,Rural,Redes sociales,4,51,720000,Sí
101440,65,Metropolitana,Urbana,Redes sociales,1,47,2850000,No
101981,50,Valparaíso,Rural,Prensa digital,3,57,700000,No
103214,52,Coquimbo,Rural,Redes sociales,3,23,280000,No
100846,65,Coquimbo,Rural,Radio,8,27,1320000,Sí
103131,34,Maule,Urbana,Prensa digital,1,23,960000,No
100260,57,Metropolitana,Urbana,Redes sociales,5,58,990000,Sí
100890,21,Metropolitana,Urbana,Televisión,1,40,440000,No
103314,60,Coquimbo,Urbana,Prensa digital,2,32,400000,No
101481,,Biobío,Urbana,Redes sociales,8,48,720000,Sí
101075,42,O'Higgins,Urbana,Redes sociales,3,38,710000,No
103556,30,Biobío,Urbana,Redes sociales,9,45,660000,Sí
104880,,Valparaíso,Urbana,Televisión,8,42,880000,Sí
102525,50,Valparaíso,Rural,Redes sociales,4,52,1960000,Sí
104067,34,Maule,Rural,Prensa digital,2,39,1500000,Sí
102714,,Metropolitana,Urbana,Redes sociales,10,55,1320000,Sí
102012,28,Metropolitana,Urbana,Prensa digital,8,38,830000,Sí
104162,30,Valparaíso,Rural,Televisión,10,35,330000,No
103717,,Metropolitana,Urbana,Televisión,5,100,570000,No
101624,34,O'Higgins,Rural,Televisión,3,82,680000,Sí
103229,84,Maule,Urbana,Televisión,3,30,750000,No
102532,42,Valparaíso,Urbana,Redes sociales,5,62,1470000,Sí
104852,45,Metropolitana,Rural,Redes sociales,9,31,280000,Sí
100329,56,Biobío,Urbana,Prensa digital,4,53,1770000,Sí
103642,43,Valparaíso,Urbana,Radio,5,34,280000,No
100377,38,Metropolitana,Urbana,Televisión,4,64,730000,No
101298,47,Maule,Urbana,Televisión,2,68,450000,Sí
103650,43,Valparaíso,Urbana,Prensa digital,4,3,790000,No
104346,,Biobío,Rural,Televisión,3,54,1290000,Sí
103303,42,biobío,Rural,Redes sociales,10,68,410000,Sí
104240,41,Biobío,Urbana,Televisión,5,19,700000,Sí
101786,42,Coquimbo,Urbana,Redes sociales,9,32,680000,Sí
104573,48,Coquimbo,Rural,Prensa digital,6,59,830000,Sí
101034,66,Coquimbo,Urbana,Redes sociales,7,10,890000,No
100310,72,Biobío,Urbana,Radio,1,27,860000,Sí
100006,38,Metropolitana,Urbana,Redes sociales,10,12,850000,Sí
104345,44,Valparaíso,Urbana,Televisión,3,25,1100000,Sí
103910,42,Metropolitana,Urbana,Televisión,10,43,2560000,Sí
100411,58,Biobío,Urbana,Redes sociales,8,53,550000,Sí
104856,65,Metropolitana,Urbana,Redes sociales,7,60,600000,No
103158,36,Metropolitana,Rural,Prensa digital,5,28,670000,No
103600,18,Metropolitana,Urbana,Televisión,7,40,520000,No
102570,36,Biobío,Urbana,Prensa digital,9,57,1230000,Sí
101998,52,Metropolitana,Urbana,Televisión,10,47,1110000,Sí
103004,55,O'Higgins,Urbana,Prensa digital,2,51,1090000,Sí
100616,70,Maule,Urbana,Redes sociales,4,31,1070000,Sí
102594,73,Coquimbo,Urbana,Televisión,6,67,970000,Sí
103204,39,Metropolitana,Urbana,Prensa digital,2,81,600000,No
100823,18,Valparaíso,Urbana,Televisión,7,70,660000,No
103220,65,Metropolitana,Urbana,Redes sociales,3,55,670000,No
104174,51,Metropolitana,Urbana,Redes sociales,10,46,740000,Sí
104692,27,Metropolitana,Urbana,Televisión,10,40,930000,No
104080,38,Coquimbo,Rural,Redes sociales,1,24,330000,Sí
102868,44,O'Higgins,Urbana,Prensa digital,1,45,1020000,Sí
100233,40,Valparaíso,Urbana,Redes sociales,5,52,960000,No
102843,42,Biobío,Urbana,Televisión,1,43,1180000,No
101038,57,Coquimbo,Urbana,Televisión,10,36,620000,Sí
104188,,Coquimbo,Urbana,Televisión,3,53,920000,Sí
101638,55,Valparaíso,Rural,Televisión,5,54,1390000,No
101393,65,Metropolitana,Rural,Redes sociales,3,59,1220000,Sí
100893,68,Metropolitana,Rural,Radio,7,35,1520000,Sí
104181,20,Biobío,Urbana,Televisión,2,57,730000,No
100747,39,Valparaíso,Urbana,Prensa digital,6,68,1000000,Sí
103966,,Metropolitana,Urbana,Televisión,2,50,1150000,Sí
103203,22,O'Higgins,Urbana,Televisión,9,65,1130000,Sí
100412,29,Metropolitana,Urbana,Radio,6,52,820000,Sí
103581,56,Valparaíso,Urbana,Prensa digital,9,36,1000000,Sí
103212,31,Valparaíso,Rural,Prensa digital,10,66,410000,No
104271,,Metropolitana,Urbana,Prensa digital,4,36,870000,No
101039,42,Metropolitana,Rural,Radio,7,31,940000,No
103652,72,Metropolitana,Urbana,Televisión,8,58,1050000,Sí
101247,35,Metropolitana,Rural,Prensa digital,2,33,900000,No
100832,47,Maule,Urbana,Redes sociales,5,49,1260000,Sí
101016,34,O'Higgins,Urbana,Prensa digital,6,31,950000,No
101569,75,Coquimbo,Urbana,Redes sociales,6,57,590000,Sí
103414,36,Metropolitana,Urbana,Prensa digital,2,36,600000,No
104244,26,Metropolitana,Urbana,Redes sociales,10,57,1380000,Sí
