edad,ingreso_mensual,confianza_mercado,apoyo_redistribucion,valoracion_orden_publico,preferencia_politica
69,1220000,7,5,9,Derecha
30,1250000,7,3,7,Derecha
48,2800000,7,6,5,Derecha
37,1240000,5,6,7,Derecha
42,920000,5,5,5,Centro
54,780000,9,4,4,Centro
37,400000,6,6,7,Derecha
40,690000,6,9,6,Izquierda
39,1710000,5,6,7,Centro
74,530000,9,1,6,Derecha
20,1140000,4,6,6,Izquierda
43,1460000,7,3,7,Derecha
35,3010000,7,4,4,Derecha
45,680000,7,7,5,Derecha
46,350000,4,4,5,Centro
56,1300000,7,4,6,Derecha
40,970000,5,4,5,Izquierda
22,840000,5,7,5,Centro
53,1190000,9,8,7,Derecha
31,5050000,4,3,5,Derecha
45,3210000,5,4,4,Derecha
60,1140000,5,4,6,Derecha
47,4530000,4,9,7,Izquierda
55,1190000,5,6,5,Derecha
41,950000,4,2,3,Centro
29,1960000,5,6,8,Izquierda
45,1580000,1,10,5,Centro
73,640000,4,4,5,Derecha
38,1310000,6,6,5,Centro
35,350000,4,6,8,Izquierda
18,540000,5,6,5,Izquierda
40,1240000,6,9,5,Izquierda
48,1130000,4,9,4,Izquierda
44,460000,7,5,8,Derecha
53,1510000,3,7,5,Izquierda
46,1000000,6,2,7,Derecha
27,740000,6,6,7,Izquierda
48,1130000,4,7,1,Izquierda
35,2260000,4,7,3,Izquierda
23,1180000,8,7,6,Derecha
46,440000,5,7,5,Centro
31,1100000,2,4,2,Centro
39,1530000,7,7,6,Centro
36,960000,5,5,9,Derecha
43,660000,2,9,6,Izquierda
33,840000,4,5,4,Izquierda
32,810000,4,2,2,Centro
47,1770000,4,7,4,Izquierda
37,2960000,6,5,6,Centro
39,520000,2,10,7,Izquierda
54,1130000,6,7,7,Centro
18,360000,9,4,7,Derecha
34,2310000,6,6,8,Centro
40,2490000,6,4,8,Derecha
26,1500000,6,4,5,Centro
34,1580000,7,3,5,Derecha
61,5500000,3,7,3,Izquierda
54,1750000,9,8,7,Centro
50,910000,4,6,7,Centro
49,1430000,6,4,7,Derecha
69,350000,3,6,4,Centro
57,1460000,8,4,4,Derecha
52,2530000,9,3,8,Derecha
25,1830000,8,4,10,Derecha
48,1400000,5,8,6,Izquierda
18,3030000,5,8,3,Izquierda
48,1760000,5,6,6,Centro
36,3340000,6,3,6,Centro
18,1100000,6,6,6,Izquierda
67,1150000,9,3,7,Derecha
45,1460000,5,6,2,Izquierda
29,800000,6,7,6,Izquierda
57,4170000,4,6,8,Centro
57,2930000,6,7,5,Centro
26,1350000,2,7,5,Izquierda
35,790000,5,6,1,Izquierda
50,1740000,5,4,5,Centro
24,580000,4,5,3,Centro
19,1270000,5,5,8,Derecha
36,930000,6,8,6,Derecha
37,1430000,6,6,7,Derecha
38,1010000,2,6,5,Izquierda
43,1180000,6,7,5,Izquierda
41,980000,3,8,6,Izquierda
45,1340000,6,6,7,Izquierda
39,3830000,5,6,5,Centro
54,1630000,4,7,5,Izquierda
35,1640000,4,7,7,Centro
39,2170000,4,6,5,Izquierda
72,1500000,5,5,5,Derecha
45,350000,7,6,8,Derecha
39,2360000,8,5,4,Centro
69,940000,5,7,7,Izquierda
36,1350000,5,6,5,Centro
44,1110000,7,8,5,Centro
35,2440000,5,4,8,Derecha
55,1410000,6,5,4,Izquierda
23,480000,4,5,5,Izquierda
49,2060000,1,7,6,Izquierda
31,1890000,5,7,6,Centro
30,1310000,4,6,4,Centro
39,550000,8,2,8,Derecha
44,970000,3,8,2,Izquierda
52,1030000,8,2,7,Derecha
49,350000,7,6,6,Derecha
41,1110000,6,5,3,Derecha
31,1830000,8,4,7,Derecha
33,3360000,5,9,5,Izquierda
69,1700000,8,7,7,Derecha
18,3810000,3,4,6,Izquierda
30,750000,8,5,6,Derecha
33,3770000,4,4,2,Centro
54,1650000,6,5,5,Derecha
31,1410000,5,5,7,Centro
52,1240000,3,6,5,Derecha
24,1520000,3,5,1,Izquierda
36,700000,5,6,6,Centro
38,2290000,3,6,3,Izquierda
51,960000,6,5,6,Derecha
33,1800000,8,5,5,Derecha
40,2050000,7,5,7,Centro
36,910000,3,6,4,Izquierda
56,350000,6,7,8,Centro
18,680000,6,6,8,Centro
27,2220000,4,7,3,Izquierda
56,850000,7,6,8,Centro
46,880000,7,7,4,Derecha
53,760000,7,4,5,Derecha
54,1500000,9,4,7,Derecha
25,1540000,4,9,5,Centro
38,1060000,5,5,6,Centro
33,890000,4,7,4,Izquierda
35,1880000,3,8,5,Izquierda
56,1210000,8,7,9,Derecha
55,1230000,8,8,5,Derecha
64,3170000,4,5,3,Izquierda
44,370000,4,5,6,Derecha
22,1190000,8,1,2,Centro
43,3160000,6,5,5,Centro
30,2150000,6,6,7,Centro
39,730000,5,6,7,Centro
37,1240000,5,6,8,Derecha
60,860000,3,6,6,Izquierda
28,530000,8,4,6,Derecha
67,560000,7,2,4,Derecha
22,460000,1,7,3,Izquierda
25,810000,8,6,6,Centro
23,2470000,3,6,7,Izquierda
56,1120000,8,6,7,Derecha
50,940000,8,6,9,Derecha
56,1380000,5,4,5,Derecha
38,2470000,8,6,7,Derecha
35,350000,8,2,4,Derecha
47,1180000,1,9,6,Izquierda
26,1410000,4,3,5,Centro
18,1940000,5,7,3,Izquierda
61,920000,9,5,5,Derecha
58,1360000,6,7,3,Izquierda
45,2220000,7,4,4,Centro
47,620000,5,4,8,Centro
52,910000,6,4,3,Centro
58,780000,1,7,1,Izquierda
50,1760000,4,7,6,Centro
45,1590000,6,4,8,Derecha
40,600000,4,7,3,Centro
53,870000,6,6,7,Derecha
43,3290000,6,6,5,Centro
18,1200000,4,6,6,Izquierda
22,1290000,5,8,3,Centro
24,2700000,6,7,6,Centro
33,1450000,8,5,7,Derecha
46,2110000,7,3,8,Derecha
18,420000,8,7,6,Derecha
42,820000,4,8,2,Izquierda
47,1470000,5,6,5,Izquierda
32,1010000,6,7,4,Izquierda
38,1380000,5,5,5,Centro
35,1530000,8,3,7,Centro
50,690000,4,8,4,Izquierda
45,800000,5,7,6,Centro
79,2850000,8,4,8,Derecha
50,380000,4,6,3,Centro
64,3090000,6,5,1,Derecha
28,1260000,6,6,8,Centro
28,830000,2,8,7,Izquierda
35,410000,4,2,5,Centro
61,1140000,5,5,6,Centro
48,850000,5,7,7,Centro
43,730000,4,3,6,Izquierda
49,1500000,4,5,9,Centro
40,1670000,6,5,8,Centro
38,1290000,3,6,2,Izquierda
35,3360000,4,6,8,Centro
48,350000,5,6,5,Derecha
44,780000,4,7,3,Izquierda
67,1210000,8,2,5,Derecha
49,2980000,3,8,4,Izquierda
26,890000,8,3,5,Derecha
56,1410000,5,6,6,Izquierda
18,840000,9,5,6,Derecha
35,1880000,8,3,6,Centro
57,1120000,6,4,7,Derecha
57,1860000,5,3,8,Derecha
57,840000,6,6,2,Derecha
52,1000000,3,9,2,Izquierda
48,470000,2,8,9,Centro
51,1040000,5,4,6,Centro
21,1480000,7,5,7,Centro
48,880000,7,6,9,Derecha
46,2690000,6,4,10,Derecha
40,460000,6,7,6,Izquierda
49,2330000,6,5,6,Centro
22,2750000,5,4,3,Centro
43,850000,8,6,4,Centro
18,1780000,7,2,6,Derecha
25,1290000,6,5,5,Centro
46,1430000,9,5,8,Derecha
32,1200000,6,5,4,Izquierda
69,740000,3,4,9,Centro
20,1240000,5,7,7,Centro
55,1370000,5,5,3,Centro
31,1350000,6,5,7,Derecha
26,1020000,4,4,4,Centro
41,680000,6,6,4,Centro
18,1300000,7,4,5,Derecha
60,730000,6,6,2,Centro
54,2910000,3,5,3,Izquierda
68,350000,4,6,7,Izquierda
18,1570000,6,2,7,Derecha
50,810000,6,7,5,Centro
34,580000,1,9,3,Izquierda
70,730000,5,5,8,Derecha
53,670000,6,6,9,Centro
37,880000,7,4,5,Centro
46,1730000,1,5,8,Izquierda
20,360000,9,5,6,Derecha
61,1830000,6,5,6,Derecha
51,1110000,5,4,9,Derecha
41,610000,3,6,4,Izquierda
50,3480000,5,8,3,Centro
56,970000,8,4,8,Centro
57,800000,8,6,5,Derecha
40,900000,9,3,6,Derecha
54,1170000,7,6,5,Derecha
54,720000,4,4,5,Centro
41,1220000,7,1,8,Derecha
41,450000,6,4,7,Centro
57,560000,8,3,7,Derecha
58,2210000,6,4,5,Derecha
45,2050000,7,3,3,Derecha
18,3230000,7,6,4,Izquierda
74,1060000,5,6,4,Izquierda
51,2010000,6,2,5,Derecha
29,2810000,8,5,3,Izquierda
34,1050000,5,4,2,Izquierda
85,620000,6,5,7,Derecha
40,1880000,8,7,5,Centro
53,2910000,4,3,3,Centro
18,3900000,8,4,3,Centro
41,1420000,6,4,7,Centro
50,2070000,4,8,5,Centro
26,1580000,4,4,9,Derecha
53,880000,7,8,8,Derecha
33,2430000,5,5,2,Centro
74,750000,4,5,6,Centro
41,1250000,7,6,7,Centro
49,1200000,8,3,6,Derecha
39,2330000,8,5,9,Derecha
18,1300000,8,4,8,Centro
56,1170000,6,3,8,Derecha
50,680000,5,3,7,Derecha
18,400000,4,5,2,Izquierda
50,1560000,7,3,6,Centro
18,1140000,1,6,8,Izquierda
85,2310000,3,7,6,Izquierda
18,380000,5,7,3,Centro
41,1080000,7,6,7,Centro
45,2580000,3,9,8,Centro
38,350000,6,6,7,Centro
32,1530000,8,7,8,Centro
47,1510000,9,5,3,Derecha
18,1940000,10,4,7,Derecha
43,1730000,5,4,4,Centro
60,950000,4,5,8,Derecha
44,680000,3,9,4,Izquierda
45,440000,6,6,5,Centro
56,1060000,4,5,4,Derecha
66,580000,6,5,3,Centro
60,870000,6,6,3,Centro
61,780000,7,6,8,Derecha
40,3320000,4,6,6,Centro
70,1500000,7,7,5,Centro
41,890000,5,8,4,Izquierda
34,690000,5,6,8,Izquierda
19,2730000,2,10,5,Izquierda
69,730000,9,3,4,Derecha
18,1600000,8,3,6,Derecha
23,690000,8,3,5,Derecha
52,770000,7,6,8,Derecha
21,1190000,1,9,5,Izquierda
49,770000,6,4,3,Centro
41,2320000,7,3,1,Derecha
53,670000,6,6,5,Izquierda
21,2140000,6,4,3,Izquierda
53,2600000,6,5,10,Derecha
53,2420000,4,6,7,Derecha
51,1980000,8,5,7,Derecha
20,850000,6,5,5,Centro
65,1470000,5,3,8,Derecha
32,4580000,7,7,3,Centro
41,1320000,3,6,4,Izquierda
27,390000,4,5,4,Centro
42,2690000,1,6,2,Izquierda
35,1630000,4,4,5,Centro
47,500000,3,8,5,Izquierda
31,660000,5,9,3,Izquierda
40,780000,6,4,7,Derecha
30,2560000,4,6,8,Centro
38,3840000,5,3,6,Centro
48,980000,6,6,9,Derecha
43,800000,6,8,1,Centro
64,1870000,3,6,8,Izquierda
30,610000,8,6,8,Derecha
44,1870000,4,7,6,Centro
51,350000,5,6,5,Izquierda
47,3950000,3,6,3,Izquierda
59,700000,7,5,7,Derecha
41,2010000,4,7,5,Izquierda
23,790000,10,5,5,Derecha
52,1460000,7,4,5,Centro
27,1200000,5,6,8,Centro
21,2620000,6,5,2,Izquierda
28,350000,8,4,8,Derecha
29,1130000,5,4,5,Derecha
52,1410000,7,5,5,Derecha
43,1590000,5,4,4,Derecha
32,1730000,9,6,7,Derecha
48,2720000,6,6,5,Izquierda
59,2600000,6,2,5,Centro
39,880000,6,6,5,Centro
46,1630000,6,6,5,Centro
42,650000,8,2,4,Derecha
73,530000,1,8,1,Izquierda
43,1030000,6,4,4,Derecha
36,2140000,7,3,6,Centro
64,350000,6,8,6,Izquierda
62,530000,8,3,4,Derecha
38,510000,8,6,6,Centro
18,2890000,5,5,6,Derecha
55,840000,6,8,6,Centro
31,1640000,7,3,8,Derecha
44,1060000,5,7,6,Izquierda
52,990000,7,2,6,Derecha
48,1180000,8,5,9,Izquierda
60,1980000,7,5,5,Centro
50,1650000,4,9,5,Izquierda
80,2710000,8,4,8,Derecha
52,1090000,6,4,5,Centro
43,630000,8,6,5,Centro
19,560000,4,8,3,Izquierda
30,1520000,6,6,6,Centro
42,910000,8,5,7,Derecha
46,1910000,4,4,7,Derecha
18,910000,3,6,3,Izquierda
57,2510000,5,6,8,Derecha
54,2960000,6,5,7,Derecha
52,1370000,9,4,5,Derecha
49,900000,6,8,3,Izquierda
37,1130000,8,4,5,Derecha
18,780000,8,7,7,Derecha
31,960000,5,7,6,Izquierda
33,360000,6,4,5,Izquierda
54,1560000,5,5,6,Centro
24,1080000,3,7,5,Centro
57,440000,5,4,6,Centro
42,350000,6,5,9,Centro
63,1610000,7,7,7,Centro
74,1710000,8,3,7,Derecha
37,2730000,3,7,5,Izquierda
18,990000,6,8,7,Centro
24,1700000,6,5,6,Centro
21,470000,1,6,6,Izquierda
43,1630000,5,2,6,Derecha
27,1580000,4,6,9,Izquierda
18,1280000,6,3,3,Derecha
38,950000,9,2,7,Derecha
46,1310000,6,4,8,Centro
33,760000,4,8,6,Izquierda
30,2240000,3,7,5,Centro
54,2700000,5,6,6,Centro
62,980000,7,5,6,Derecha
40,460000,3,5,4,Izquierda
34,710000,9,7,6,Derecha
41,580000,3,4,8,Derecha
33,1510000,4,4,1,Izquierda
31,730000,5,6,5,Centro
28,350000,3,6,3,Izquierda
51,1540000,8,4,7,Derecha
33,860000,8,4,8,Derecha
50,1680000,6,5,3,Centro
53,1240000,4,3,6,Derecha
62,1560000,9,3,7,Derecha
58,1180000,4,8,4,Izquierda
45,730000,5,2,4,Centro
42,600000,8,4,7,Derecha
25,800000,5,5,3,Centro
40,1370000,5,4,7,Derecha
28,680000,6,5,7,Izquierda
67,2090000,6,7,9,Centro
58,920000,6,4,10,Derecha
34,780000,4,6,7,Centro
60,1690000,5,4,6,Derecha
65,1920000,6,4,5,Centro
57,1620000,9,1,7,Derecha
46,1250000,6,5,3,Derecha
18,750000,6,3,8,Centro
80,1140000,5,6,4,Centro
35,2090000,5,6,6,Centro
68,2080000,10,2,7,Derecha
39,1810000,4,6,4,Izquierda
64,2450000,3,7,6,Centro
48,3720000,9,4,7,Derecha
62,2260000,3,5,3,Centro
39,910000,7,2,3,Centro
38,1620000,10,2,10,Derecha
56,640000,6,8,2,Izquierda
57,1020000,6,5,3,Izquierda
64,1740000,8,4,6,Derecha
51,350000,6,3,4,Centro
18,810000,7,5,7,Derecha
27,1620000,8,6,5,Derecha
42,350000,8,4,8,Centro
33,1210000,5,5,6,Centro
46,1270000,6,6,7,Centro
74,2750000,8,4,8,Derecha
56,720000,7,1,8,Derecha
35,2380000,4,10,7,Centro
18,1400000,3,3,6,Centro
44,1730000,8,5,7,Centro
27,1020000,4,8,4,Izquierda
51,1040000,3,8,2,Izquierda
43,1450000,7,3,8,Derecha
51,590000,6,5,4,Derecha
37,1820000,5,5,4,Centro
34,950000,4,7,6,Izquierda
34,2680000,6,8,5,Izquierda
24,1010000,4,7,8,Izquierda
54,350000,3,6,7,Derecha
29,1850000,5,5,7,Centro
45,720000,4,6,9,Centro
52,1590000,7,6,7,Centro
50,400000,6,7,7,Derecha
63,2190000,2,7,6,Izquierda
28,1260000,7,3,7,Derecha
50,2570000,3,6,3,Centro
51,2230000,1,9,9,Izquierda
44,1320000,2,9,2,Izquierda
33,1740000,7,6,3,Centro
43,710000,5,8,5,Centro
62,450000,8,5,4,Centro
48,1090000,5,6,9,Centro
54,2770000,6,5,5,Centro
55,1810000,2,6,2,Centro
44,1830000,9,6,4,Izquierda
60,1130000,6,3,3,Centro
61,960000,5,5,5,Centro
34,1270000,6,6,4,Centro
35,950000,2,7,2,Izquierda
53,1390000,3,10,6,Izquierda
42,1060000,7,2,2,Derecha
33,1350000,3,7,3,Izquierda
40,1170000,3,8,1,Izquierda
66,600000,3,7,6,Izquierda
55,2270000,5,4,6,Derecha
42,1370000,3,4,5,Centro
28,980000,7,6,7,Centro
46,1600000,9,4,9,Derecha
31,880000,2,8,5,Izquierda
35,700000,4,7,4,Izquierda
45,1150000,4,6,3,Izquierda
31,1870000,5,8,3,Izquierda
62,1210000,6,7,6,Derecha
39,830000,7,5,3,Centro
44,740000,6,3,8,Centro
54,1100000,1,10,3,Izquierda
30,730000,4,8,2,Izquierda
53,1250000,4,5,5,Centro
55,660000,4,5,6,Centro
31,990000,3,9,2,Izquierda
47,610000,6,3,5,Derecha
47,620000,7,5,7,Derecha
19,1420000,6,7,4,Centro
27,1090000,4,4,4,Centro
51,1250000,3,6,6,Centro
36,1440000,3,7,5,Izquierda
44,3180000,5,5,2,Centro
44,1820000,8,4,6,Derecha
48,3530000,3,4,1,Derecha
52,1070000,4,5,6,Derecha
37,710000,2,7,2,Izquierda
41,3120000,4,7,8,Izquierda
71,1570000,3,9,4,Izquierda
32,350000,5,7,7,Centro
33,860000,6,8,7,Izquierda
72,1550000,6,8,7,Centro
32,850000,3,7,4,Izquierda
60,790000,8,5,3,Derecha
26,1570000,8,7,8,Derecha
43,1130000,1,10,4,Izquierda
18,1220000,9,2,4,Derecha
38,2280000,2,8,5,Izquierda
73,970000,4,8,7,Izquierda
62,1240000,5,10,3,Izquierda
31,2040000,6,4,7,Centro
29,840000,3,6,3,Izquierda
47,1030000,7,5,9,Derecha
28,850000,3,6,4,Izquierda
51,2380000,4,8,4,Izquierda
40,780000,3,5,5,Izquierda
32,1730000,2,9,4,Izquierda
51,650000,1,7,4,Izquierda
49,350000,5,3,8,Derecha
63,970000,2,3,2,Centro
66,1580000,4,3,5,Centro
23,540000,8,7,6,Centro
42,810000,6,5,6,Centro
59,3210000,2,7,2,Izquierda
37,770000,5,4,10,Centro
53,1560000,3,7,3,Centro
30,470000,7,6,7,Derecha
24,1090000,1,8,2,Izquierda
57,350000,4,6,7,Izquierda
19,1590000,4,9,7,Izquierda
51,730000,8,7,6,Centro
35,750000,2,8,8,Izquierda
51,3730000,9,4,4,Derecha
18,900000,8,3,9,Derecha
58,1440000,5,3,4,Derecha
30,2020000,5,9,7,Izquierda
20,1590000,5,5,7,Centro
53,600000,7,7,7,Derecha
37,650000,5,3,5,Izquierda
38,1150000,8,8,7,Centro
36,3880000,4,7,4,Izquierda
42,980000,7,6,3,Centro
80,1500000,3,4,8,Centro
43,3370000,5,7,9,Centro
42,1890000,5,6,4,Centro
45,2720000,5,6,10,Centro
57,1260000,3,5,4,Centro
53,2730000,5,4,6,Centro
18,2890000,5,10,7,Izquierda
24,510000,6,6,3,Izquierda
40,350000,5,6,9,Izquierda
52,800000,8,5,6,Derecha
47,830000,3,3,6,Derecha
50,350000,3,8,4,Izquierda
38,1020000,8,6,9,Derecha
39,1290000,5,7,6,Centro
21,1050000,7,3,6,Derecha
41,650000,6,5,7,Centro
42,850000,6,5,6,Centro
35,1060000,2,7,5,Centro
41,1360000,5,5,4,Centro
60,1050000,6,3,8,Derecha
51,350000,6,8,3,Izquierda
49,1570000,6,3,6,Centro
55,870000,9,6,4,Centro
53,560000,6,4,6,Derecha
41,570000,4,5,6,Centro
23,1420000,9,7,4,Izquierda
53,1200000,9,4,6,Derecha
32,1230000,8,7,5,Derecha
42,3010000,10,4,10,Derecha
40,350000,4,2,7,Centro
58,900000,10,2,6,Derecha
58,3160000,7,6,3,Derecha
37,850000,5,5,6,Izquierda
41,1070000,4,4,6,Derecha
45,1810000,5,10,4,Izquierda
25,1040000,5,4,5,Centro
62,2370000,2,7,3,Izquierda
56,550000,5,6,4,Derecha
32,1130000,5,7,7,Centro
60,1070000,4,8,6,Centro
45,1210000,7,4,8,Centro
49,2700000,2,9,4,Izquierda
45,1500000,7,3,5,Derecha
72,1390000,9,4,5,Derecha
80,770000,5,5,5,Centro
41,3300000,6,6,3,Centro
44,1970000,3,4,6,Centro
29,950000,9,2,4,Derecha
66,2810000,6,4,6,Derecha
29,940000,5,8,5,Izquierda
36,1000000,4,5,8,Derecha
49,1160000,8,6,7,Derecha
60,1360000,4,5,2,Izquierda
47,2170000,4,8,7,Centro
64,1720000,3,6,4,Izquierda
22,1430000,6,4,3,Izquierda
56,920000,7,9,3,Izquierda
45,3910000,9,4,7,Derecha
43,700000,2,7,5,Izquierda
56,1260000,6,7,4,Centro
46,1250000,6,1,5,Derecha
67,1350000,4,6,4,Centro
22,1610000,7,6,7,Derecha
34,610000,5,4,3,Centro
59,1850000,6,2,5,Derecha
55,1180000,6,6,8,Derecha
41,1820000,5,4,6,Derecha
34,1150000,7,7,4,Izquierda
27,1250000,4,6,5,Izquierda
45,420000,5,5,7,Centro
52,1600000,7,4,8,Derecha
52,1170000,8,7,7,Derecha
62,940000,2,4,5,Centro
54,1420000,2,8,7,Izquierda
58,1330000,5,5,6,Centro
63,350000,7,5,5,Derecha
45,1650000,5,6,4,Izquierda
18,1790000,9,3,7,Derecha
50,1080000,6,3,4,Derecha
18,2070000,5,4,4,Izquierda
28,1270000,7,7,4,Centro
32,1140000,3,7,4,Centro
63,370000,4,7,3,Izquierda
49,920000,2,7,6,Centro
53,1160000,4,4,6,Centro
23,3200000,7,3,9,Derecha
46,350000,8,5,4,Derecha
39,350000,9,1,6,Derecha
53,920000,7,6,5,Centro
38,1140000,6,7,4,Izquierda
33,2190000,2,7,8,Centro
50,1610000,7,8,10,Centro
56,620000,4,6,9,Izquierda
52,690000,9,6,9,Derecha
66,930000,7,6,7,Centro
67,1090000,3,5,1,Centro
55,710000,3,9,7,Izquierda
18,1700000,5,6,4,Izquierda
49,1290000,8,4,4,Derecha
38,350000,8,7,4,Centro
22,1590000,1,8,3,Izquierda
47,1410000,5,2,8,Derecha
51,640000,1,9,6,Izquierda
23,350000,3,5,5,Izquierda
44,1480000,9,5,4,Izquierda
36,5020000,2,7,3,Izquierda
52,710000,4,5,5,Centro
20,820000,7,6,7,Derecha
48,970000,5,6,4,Centro
18,670000,5,5,8,Izquierda
54,690000,4,7,6,Izquierda
40,1580000,8,5,8,Derecha
71,4420000,3,5,3,Izquierda
45,350000,3,7,5,Izquierda
41,710000,7,6,4,Izquierda
66,680000,6,9,6,Centro
18,1600000,7,6,7,Derecha
31,1400000,8,5,3,Centro
65,1050000,5,3,2,Derecha
64,1520000,7,6,5,Derecha
46,1760000,6,5,7,Centro
35,770000,5,5,4,Izquierda
27,1780000,2,6,6,Izquierda
56,680000,7,2,5,Derecha
48,1700000,9,4,6,Derecha
27,350000,6,4,5,Centro
41,1230000,6,3,7,Derecha
35,530000,6,4,6,Centro
18,860000,2,8,7,Izquierda
59,610000,7,7,9,Centro
18,5500000,8,5,4,Derecha
84,640000,5,4,3,Izquierda
67,1680000,6,5,3,Derecha
51,1990000,7,4,6,Centro
49,1550000,4,7,5,Izquierda
37,950000,7,3,7,Derecha
28,2330000,9,2,9,Derecha
46,3500000,6,3,6,Derecha
39,1060000,3,7,5,Centro
69,760000,6,4,4,Centro
62,1070000,4,2,6,Centro
35,1730000,6,3,4,Centro
41,710000,2,9,6,Izquierda
25,1340000,7,4,6,Derecha
46,2540000,5,5,4,Izquierda
47,2270000,7,6,6,Centro
18,800000,4,6,4,Centro
45,2110000,3,2,4,Derecha
51,1050000,4,6,5,Izquierda
29,850000,7,6,6,Centro
32,1890000,7,5,2,Centro
64,1220000,4,4,5,Derecha
45,780000,6,2,6,Derecha
34,1690000,6,6,4,Centro
46,1900000,5,5,8,Centro
32,720000,8,6,2,Izquierda
47,1560000,6,5,8,Derecha
43,350000,5,9,4,Izquierda
36,620000,6,5,2,Centro
24,2390000,5,7,1,Izquierda
31,1010000,4,5,6,Izquierda
52,1830000,6,6,7,Derecha
60,1150000,5,3,8,Derecha
37,1320000,5,6,5,Centro
72,2120000,1,8,3,Izquierda
40,560000,5,6,6,Izquierda
51,740000,6,5,9,Derecha
57,1020000,8,4,6,Derecha
41,940000,3,6,2,Centro
21,1320000,6,6,7,Centro
49,610000,4,9,3,Izquierda
51,1010000,4,8,4,Centro
40,2420000,7,5,2,Centro
42,2430000,5,4,6,Derecha
30,350000,5,6,10,Centro
43,590000,9,3,5,Derecha
44,590000,4,7,6,Izquierda
40,1400000,1,10,4,Izquierda
42,860000,7,4,7,Centro
51,1240000,8,7,6,Derecha
35,980000,4,6,8,Centro
59,540000,3,3,1,Izquierda
38,1190000,8,4,6,Centro
40,1390000,8,6,5,Centro
70,2720000,5,7,5,Izquierda
43,950000,7,5,6,Centro
28,1180000,4,8,3,Izquierda
54,870000,6,8,2,Izquierda
45,1940000,8,9,5,Centro
25,1640000,5,7,2,Izquierda
41,2590000,5,6,10,Centro
20,1850000,7,3,9,Derecha
27,2500000,4,8,7,Izquierda
22,2340000,3,5,6,Izquierda
53,2050000,7,3,5,Derecha
40,1140000,7,4,2,Centro
62,590000,3,5,4,Izquierda
29,530000,3,5,4,Centro
55,740000,4,8,6,Izquierda
42,1840000,6,5,7,Centro
32,2630000,8,7,7,Derecha
36,350000,3,7,6,Izquierda
25,1040000,5,6,8,Centro
60,3520000,4,5,5,Centro
52,770000,6,6,4,Izquierda
68,1940000,9,3,7,Derecha
18,1280000,3,4,4,Izquierda
18,1950000,6,7,3,Izquierda
56,800000,2,8,5,Izquierda
18,3730000,4,4,5,Derecha
45,820000,7,3,3,Derecha
32,1440000,6,3,5,Derecha
68,1270000,5,3,4,Centro
43,1170000,4,8,2,Izquierda
47,3240000,6,4,6,Izquierda
53,1920000,6,4,7,Centro
85,380000,7,4,3,Derecha
58,2510000,4,9,3,Izquierda
39,2160000,7,6,5,Centro
55,1170000,3,3,2,Centro
39,2150000,6,6,10,Centro
34,1200000,7,5,6,Centro
34,2190000,8,10,3,Izquierda
39,2080000,7,6,7,Derecha
63,770000,5,7,4,Izquierda
28,1400000,5,5,4,Centro
41,1330000,4,8,4,Centro
65,1610000,7,6,5,Centro
57,640000,5,4,5,Centro
32,950000,3,7,8,Izquierda
30,860000,5,7,5,Izquierda
60,560000,3,5,4,Izquierda
52,1160000,7,5,5,Derecha
30,420000,5,6,7,Centro
45,1900000,6,5,8,Centro
64,1070000,5,8,6,Izquierda
49,1850000,9,6,6,Derecha
65,2080000,7,2,7,Derecha
43,1080000,3,5,5,Centro
26,1470000,6,6,8,Centro
63,1940000,3,10,4,Izquierda
37,1060000,4,7,8,Izquierda
32,840000,8,3,5,Derecha
75,2640000,5,5,4,Centro
55,1780000,7,5,5,Derecha
41,510000,4,9,7,Izquierda
50,2250000,7,4,5,Derecha
56,1370000,7,5,7,Derecha
73,2230000,2,5,3,Izquierda
47,2040000,6,6,6,Centro
47,1430000,4,7,4,Izquierda
37,910000,6,4,8,Derecha
38,500000,4,6,4,Izquierda
61,540000,9,7,3,Centro
39,1610000,10,4,6,Derecha
18,500000,7,3,3,Derecha
59,1670000,8,5,6,Derecha
48,2130000,7,7,6,Derecha
36,690000,5,4,7,Centro
64,4430000,5,2,4,Centro
40,770000,8,4,6,Centro
50,1290000,2,5,2,Centro
51,350000,5,5,6,Izquierda
40,910000,5,7,5,Izquierda
39,1440000,9,4,4,Derecha
53,2800000,5,4,3,Centro
34,500000,9,4,5,Derecha
66,780000,6,4,5,Centro
43,1570000,6,6,9,Centro
72,800000,8,5,9,Derecha
63,490000,6,2,8,Derecha
43,1200000,7,3,6,Derecha
58,1090000,4,4,3,Izquierda
18,660000,7,6,5,Derecha
48,700000,6,6,8,Derecha
53,840000,9,5,5,Derecha
31,790000,4,5,7,Izquierda
48,1430000,5,8,7,Izquierda
51,2040000,4,6,8,Izquierda
49,920000,6,4,6,Derecha
30,730000,7,6,5,Centro
42,1230000,6,6,7,Derecha
68,2840000,5,6,5,Centro
38,870000,6,6,6,Izquierda
53,1000000,8,1,6,Derecha
34,1210000,5,7,6,Derecha
30,930000,9,7,6,Derecha
68,3840000,6,3,7,Derecha
21,1530000,3,8,1,Izquierda
36,2100000,6,7,9,Centro
21,700000,6,5,5,Centro
21,1030000,6,8,5,Izquierda
42,1390000,5,7,7,Centro
46,4810000,7,7,5,Centro
19,540000,9,4,7,Derecha
62,570000,5,5,2,Centro
45,1440000,6,6,7,Derecha
